id,macbola,timestamp,firmware_bola,firmware_gateway,firmware_RX,xace,yace,zace,xgiro,ygiro,zgiro,bateria,estado,temperatura,desgaste,intensidadsenial,idmolino,codigomolino,id01,id02,id03,id04,id05,id06,id07,servicio
21,EC:D7:45:F4:6F:34,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,-0.2873700940862713,8.636032319991953,-0.8714636790948449,-0.18459596929796007,0.08516541971623642,0.00896421125482004,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
22,EC:D7:45:F4:6F:35,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,0.119671809609282,-3.4077863443855434,4.867860144699083,0.4445298957532083,-0.10611469152947695,0.15736752315632732,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
23,EC:D7:45:F4:6F:36,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,2.963012318223792,4.64476779151259,1.7673945901225667,0.34755080479171285,-0.13160533341693564,-0.5346878709822357,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
24,EC:D7:45:F4:6F:37,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,-2.2289882677556787,4.586215627668534,4.399751913087325,0.07313450582994588,-0.28369912481249543,0.1538391335444425,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
25,EC:D7:45:F4:6F:38,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,7.485446657249401,6.0950261590175945,-3.0760123062912563,-0.021752983163906458,-0.7258544633095441,-0.5677836352509659,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
26,EC:D7:45:F4:6F:39,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,0.8471326902476111,0.1114446938880073,4.341401417963232,0.6338131940167555,0.4174555079490647,0.6598885354603508,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
27,EC:D7:45:F4:6F:40,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,-2.461890333564209,-5.079826500515694,2.252397477809996,1.3393433025139474,0.17839386431780058,-0.575873714360866,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
28,EC:D7:45:F4:6F:41,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,1.0907640904839675,6.415260610083182,-4.654585518138912,0.4016940474474077,-0.3055829079225718,0.6364179131383282,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
29,EC:D7:45:F4:6F:42,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,3.5344812470559317,1.3682843193042211,9.000272408795642,-0.20445486372455796,-0.3430460947241732,0.9274147218418868,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
30,EC:D7:45:F4:6F:43,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,-3.943889993989925,9.895018100817149,-0.18058502238751212,-0.518335847450604,-0.0009668080737683166,0.0652478162127583,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
31,EC:D7:45:F4:6F:44,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,0.9051528843038333,-0.863821689266564,4.8655890509048865,-1.1599426278861202,-0.2773014068706583,-0.1310857271279594,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
32,EC:D7:45:F4:6F:45,2021-09-07 18:26:51,1.0.3.5,2.4,1.0,8.18852009946782,-8.967201867952044,-1.5287645403636705,-0.5715537402970905,-0.33240198043014524,0.3202266066261891,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
33,EC:D7:45:F4:6F:30,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,1.8491183628055115,6.480317896139064,-2.697957963627393,0.1343333876615146,0.5866961517063354,0.4516981206477271,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
34,EC:D7:45:F4:6F:31,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,-1.5120126825865297,5.076423485408942,-4.157103802376423,0.9016840922599357,0.07718589238718448,-0.056317577933419044,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
35,EC:D7:45:F4:6F:32,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,1.2188101948783068,3.8206679497659817,7.83670502627671,-0.071008452255917,-0.18378408161719548,0.29326755248604786,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
36,EC:D7:45:F4:6F:33,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,-3.9220664840448194,-7.632769361134423,3.7616774630341863,-0.18970700172301522,0.563404049527194,-0.5133497462882466,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
37,EC:D7:45:F4:6F:34,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,-13.033129245852962,1.2734220975476407,0.6971993827736521,0.800210926055475,0.26277495399964573,0.15469290434785687,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
38,EC:D7:45:F4:6F:35,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,2.639843323787596,-1.6524028780691866,0.34883758216494304,-0.6759468581126219,0.259575337766816,-0.40266491815144234,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
39,EC:D7:45:F4:6F:36,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,-2.006243226900339,3.1488454640011234,4.11988608823752,-0.5035867044945598,1.0019227204455854,-0.295819201989199,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
40,EC:D7:45:F4:6F:37,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,3.757571698561236,4.280852313757679,1.0082905000407074,0.0860866093035666,0.8986017740643414,0.44508559318184404,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
41,EC:D7:45:F4:6F:38,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,2.004526739339912,-8.209247788260654,-3.361921586957551,0.5813436054100672,0.09702498722323329,-0.4775202634130491,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
42,EC:D7:45:F4:6F:39,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,-2.890975968512921,-1.377769821059028,3.087295217277432,0.1935066147597608,0.4986861148234091,-0.4085111539441736,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
43,EC:D7:45:F4:6F:40,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,4.437108774243641,-2.258460409512332,-1.3451384108998024,0.8665608694740681,0.03704990942184186,-0.06969090823669105,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
44,EC:D7:45:F4:6F:41,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,-0.9462475252348771,-1.7318128374707058,7.017287979828575,0.6882897731354704,0.3584632829967005,0.09209423669464266,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
45,EC:D7:45:F4:6F:42,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,4.691481309150556,-0.3497027455138343,2.0367933264599998,0.20093442348718718,0.04447459615589531,0.8242108104144006,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
46,EC:D7:45:F4:6F:43,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,7.898622691889981,5.95642628682398,-8.609163547643004,0.9179682679858124,0.35118882136574875,-0.22528456669851707,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
47,EC:D7:45:F4:6F:44,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,-0.10977363915836864,5.122477044390848,5.286869115860661,0.4275215094298462,0.07042943964750596,0.017904172917753185,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
48,EC:D7:45:F4:6F:45,2021-09-07 18:26:52,1.0.3.5,2.4,1.0,3.7442550213582013,-0.41137835330765554,-4.041292647533536,-0.3116841147965101,-0.0698240499594676,0.16625826929883725,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
49,EC:D7:45:F4:6F:30,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,10.186652207603686,-6.164123344717223,2.147442530606094,-0.04583254470662928,0.15045603424270557,0.6769620417478031,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
50,EC:D7:45:F4:6F:31,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,5.5862617446503435,-0.7073891107603641,-2.5093049703261223,-0.6814498370309144,-0.03563310020504416,0.6234896207957096,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
51,EC:D7:45:F4:6F:32,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-1.1928460876429545,3.1675379507984194,3.1864063064826067,0.19862201081583647,0.5420208847762379,-0.05681931377220691,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
52,EC:D7:45:F4:6F:33,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-3.732428532200283,-5.276142159421117,4.1709260300575055,-0.18101777459885438,-0.15548530874772967,0.4171434797904489,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
53,EC:D7:45:F4:6F:34,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-3.5508393842765322,7.966089484593331,2.997817640433524,-0.2634362539255947,-0.316804794296009,0.5408448787119114,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
54,EC:D7:45:F4:6F:35,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-5.327428333970394,-2.884707695707092,0.028117792512047945,0.10140246695184976,0.007595197272302416,0.19359904498078306,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
55,EC:D7:45:F4:6F:36,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-1.6374290049049982,-0.5457703872923917,5.69315433886784,0.32296195820267476,-0.22484580861358344,0.8573198288165123,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
56,EC:D7:45:F4:6F:37,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-8.95863622818562,0.3795544807472514,3.006852182914731,0.4861953969046572,0.05586259011426899,-0.19235475649718434,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
57,EC:D7:45:F4:6F:38,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,2.635714953401141,-0.8705536442134997,2.136211759692116,-1.4283050406539048,0.19075300033639156,-0.3953299090782871,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
58,EC:D7:45:F4:6F:39,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,4.234192849135793,3.365132346663673,3.279744321438851,-0.20226110949876963,0.217060489981742,-0.1710972382315407,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
59,EC:D7:45:F4:6F:40,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,0.96717418088731,-0.6096892873757189,-3.9210592139809375,0.9885171980635545,0.3618914697860493,-1.0283189415199134,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
60,EC:D7:45:F4:6F:41,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,4.021318486839665,-6.273797821543834,-1.0443718842814618,-0.2909227789184968,-0.2672660676021323,0.12039637837735997,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
61,EC:D7:45:F4:6F:42,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-1.4644971612547624,-6.518004949355838,-0.026684866549921964,0.1824346902716875,0.8847877846519288,-0.20721691337554674,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
62,EC:D7:45:F4:6F:43,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-5.351702923396726,-1.7117730751508773,2.939224573986045,-0.4419067313509762,-0.3605225527950352,0.277081220029353,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
63,EC:D7:45:F4:6F:44,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-0.05007060082615678,0.9991505019080297,-2.8302036561483686,-0.4130659352914506,-0.1620093691591072,-0.07698768527463391,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
64,EC:D7:45:F4:6F:45,2021-09-07 18:26:53,1.0.3.5,2.4,1.0,-1.504069296802018,1.940457891625259,2.4623714414998887,0.2740407567125299,0.2396356748745369,-0.4428942806891211,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
65,EC:D7:45:F4:6F:30,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-5.037278216477938,3.6077235295846015,0.05695315036482967,0.06093101356508064,-0.5799098831263714,-0.10572865069121562,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
66,EC:D7:45:F4:6F:31,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-2.8693961524640788,-3.8894314688759777,-2.834073395939517,-0.7470921691823054,0.0426581587994793,0.5829667630503562,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
67,EC:D7:45:F4:6F:32,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-3.185074243749896,0.4262425901890865,-4.914500200817118,0.3358225575292902,0.9318205908829705,-0.6168001886131528,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
68,EC:D7:45:F4:6F:33,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-1.0241528317244004,6.407511340438417,1.6550880137142006,0.057457831591443624,-1.02169407343155,-0.07519015194528199,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
69,EC:D7:45:F4:6F:34,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,4.1314091049254875,6.462187279589978,2.885712447967524,-0.2898840244301654,-0.343329160500269,-0.9095787012447275,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
70,EC:D7:45:F4:6F:35,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-4.840098858956508,5.05053188656818,-0.5153974041700211,-0.6694278981040809,0.6595855952684538,-0.83638695490861,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
71,EC:D7:45:F4:6F:36,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,5.673100896928391,-1.453610467518927,1.5273123442860528,0.3397640028064495,0.13116971688608045,0.6357819074614675,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
72,EC:D7:45:F4:6F:37,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,0.07167841212619437,-1.4708111612913242,-2.978309321812997,-0.7224367409557669,-0.3473809966576889,0.4911081048941637,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
73,EC:D7:45:F4:6F:38,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,3.7142569800375007,6.26232545574109,12.275322821487196,0.356677487758182,0.25053414895140197,-0.6574698027279523,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
74,EC:D7:45:F4:6F:39,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-1.0925398870153689,9.881163383162853,2.3836082936354304,-0.06899701336767777,0.1547506439121014,-0.9478468267443353,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
75,EC:D7:45:F4:6F:40,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-3.754208524591623,-5.892529409413582,-9.621006732934516,0.38441839052165516,0.4828252396178496,-0.08831269607962812,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
76,EC:D7:45:F4:6F:41,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,1.5585985728525569,-4.5326269709781455,2.038049590031825,0.38155990755408936,0.7673967339462309,0.7803315655550407,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
77,EC:D7:45:F4:6F:42,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,2.193841156844884,-0.5717525833717393,-3.717561947161121,-0.3028086052855318,0.30846627965409645,0.282780216305411,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
78,EC:D7:45:F4:6F:43,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,0.08391999210857058,7.487949013740928,2.9190288099854955,0.008171445527071237,-0.09556415120871924,0.038691342221694784,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
79,EC:D7:45:F4:6F:44,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-4.271261737566687,-4.409073850308527,1.5639580062925547,-0.2924388074725646,-0.13553518218849894,0.6102818666765809,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
80,EC:D7:45:F4:6F:45,2021-09-07 18:26:54,1.0.3.5,2.4,1.0,-0.8687300524987404,5.910686151410293,-0.037838454010392035,0.7584465964791998,0.23216574197736703,-0.8791681719103829,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
81,EC:D7:45:F4:6F:30,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,5.572814786675872,-0.9323894456088231,-8.83971495005845,0.056781686633538116,0.07769731148565755,-0.6454315256595881,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
82,EC:D7:45:F4:6F:31,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-2.7326055569197636,2.462842408320107,6.35515024676148,0.5703863659683172,0.6113540147757054,0.5603156413365266,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
83,EC:D7:45:F4:6F:32,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-11.180995711113935,-3.270262094963872,0.8424986916126758,-1.344215642473427,0.3850816654043149,0.4457098979633412,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
84,EC:D7:45:F4:6F:33,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-3.4889636713438676,-1.7113542570545286,-4.226975933569998,-0.008949913026169239,-0.02022945710141264,-0.0036478113234793105,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
85,EC:D7:45:F4:6F:34,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-4.597789525476771,1.7434921632168068,-1.5338371992332092,0.47525804197213195,0.15652078051072527,-0.7420105516990814,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
86,EC:D7:45:F4:6F:35,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-6.492305994224875,0.31438193820332544,-2.1832097821864167,0.23490328961346532,0.4031208803392246,0.009818529551872323,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
87,EC:D7:45:F4:6F:36,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-7.584033586513074,-5.377571269496417,2.5758171195651935,-0.5251134928306085,0.554530498663109,-0.04533219110319988,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
88,EC:D7:45:F4:6F:37,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,2.3390690728587273,-3.9783062911222156,-0.4497294737598656,-1.480607135259579,-0.10410493806365455,0.2872550006737866,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
89,EC:D7:45:F4:6F:38,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-4.035662514446658,-3.791348167262303,-0.23980026170846167,0.032446827718618586,-0.40408382257948466,0.33788388290726495,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
90,EC:D7:45:F4:6F:39,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-7.405097643072411,5.015372515147174,-6.31541566178011,-0.4115951909685435,0.6658855601820516,-0.49728917785103915,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
91,EC:D7:45:F4:6F:40,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-7.439663261444329,0.34138029743553905,-4.138066466524261,-0.558318577913295,-0.35066909770904914,-0.3719015456348537,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
92,EC:D7:45:F4:6F:41,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-4.387496822950266,-4.629008753169552,7.254483425752906,-0.3361474894693025,0.4856702104920608,-0.702535780093703,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
93,EC:D7:45:F4:6F:42,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,2.448949537379978,-5.62754825368073,-2.0637983859186013,0.3179236843235246,-0.26530832976259383,-0.9824043806609253,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
94,EC:D7:45:F4:6F:43,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-2.485472979461787,-0.709358046206324,2.5802384567801018,-0.4991570935767222,-0.14915407743441983,0.03127689914000065,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
95,EC:D7:45:F4:6F:44,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-7.421078987372802,-0.48004690996197946,-3.7267408742427484,0.21891958609777745,-0.055162036032928234,-0.08322605145552515,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
96,EC:D7:45:F4:6F:45,2021-09-07 18:26:55,1.0.3.5,2.4,1.0,-10.865825005612258,-0.4894035774695024,-1.6677153455377098,-0.47189169554473165,-0.25521340501664047,-0.6318964930517951,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
97,EC:D7:45:F4:6F:30,2021-09-07 18:26:56,1.0.3.5,2.4,1.0,0.7843979701020154,2.968865118965347,2.687685669364488,-0.2598794614862753,0.8399267045653258,0.4271983704696333,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
98,EC:D7:45:F4:6F:31,2021-09-07 18:26:56,1.0.3.5,2.4,1.0,-4.266743782551627,-0.6263447749584323,-7.332598513404452,-0.05906991494412968,0.3562736271451629,0.6343350066685645,0,A,23.25,15,-78,0,000001,0,0,0,0,0,0,0,Grinding
